40;1.231224565;-21.06252312;49.83129856;
13.28745838;81.36884943;5.650018498;-30.30632630;
150.7880133;-124.8819830;-11.53755087;72.81908990;
-714.2308546;740.1368849;20.50018498;-215.5205327;
1267.425083;-746.1050684;-10.46318905;156.0399556;
-209.5449501;140.0769515;1.352571217;-21.19644839;
1151.183130;-540.2870884;-4.947095819;92.19755827;
-3439.154273;1427.000370;8.435812061;-188.8435072;
10503.61154;-3801.536811;-18.79615242;464.7236404;
-22698.65705;7265.886053;26.74879763;-764.9900111;
22249.17869;-6218.464669;-18.19903811;583.4450610;
-10022.77026;2582.975953;6.047354791;-216.6859046;
10778.43729;-2617.325934;-5.990381058;216.6725860;
-19769.86016;4432.281169;7.914169441;-325.6048835;
17494.93896;-3553.032926;-5.666296707;244.7746948;
-17663.49612;3478.654088;4.751017388;-224.0044395;
15468.18868;-2733.536811;-3.337772845;164.2574917;
-92312.45283;16286.57640;18.60007399;-954.5726970;
