-50;-42.45061043;11.12245653;-8.671846097;
-20.60895302;-130.6237514;-18.26859046;79.50129486;
-262.3729190;232.0221976;11.95190529;-101.8216796;
47.88235294;-78.23307436;0.4609692934;1.596744358;
-319.6855346;197.4428413;6.204217536;-67.32223455;
1115.571587;-663.7114317;-5.277839438;104.9086201;
1075.615982;-643.7336293;-5.092859785;101.5789863;
-2608.937477;935.3607103;5.649278579;-124.0059193;
4125.671476;-1590.117647;-7.504254532;191.6788753;
-4529.012209;1294.776915;4.367739549;-128.8649649;
-194.5689974;-5.556048835;0.03329633740;1.168331484;
5840.479467;-1651.478357;-4.500924898;150.7976323;
1570.024417;-583.8645949;-2.029596744;61.82981872;
-30613.62782;6843.132075;12.61931188;-509.4776175;
27194.11765;-5544.241953;-8.447650758;375.3348132;
-5269.811321;948.5438402;1.171291158;-57.51757307;
25076.65409;-4741.418424;-6.237513873;298.1050684;
-24133.32075;3942.694784;3.778764336;-212.7251202;
